line	path	methods	auth
35554	/agents/backtest-validator	GET/ANY	REQUIRE_ADMIN
35564	/admin/sync-sackmann	POST	REQUIRE_ADMIN
35641	/agents/gate-optimizer	GET/ANY	REQUIRE_ADMIN
35654	/agents/post-fix-monitor	GET/ANY	REQUIRE_ADMIN
35776	/agents/dota-snapshot-analyze	GET/ANY	REQUIRE_ADMIN
35785	/admin/dota-snapshot-collect	POST	REQUIRE_ADMIN
35796	/agents/vetor2-props-smoke	GET/ANY	REQUIRE_ADMIN
35860	/agents/tennis-v2-smoke	GET/ANY	REQUIRE_ADMIN
35934	/agents/orchestrator	GET/ANY	REQUIRE_ADMIN
35967	/agents/roi-analyst	GET/ANY	REQUIRE_ADMIN
35974	/calibration	GET/ANY	NONE
36088	/bankroll	GET/ANY	NONE
36143	/risk-snapshot	GET/ANY	NONE
36189	/set-bankroll	POST	GLOBAL_GATE_POST
36214	/champ-winrates	GET/ANY	NONE
36232	/player-champ-stats	GET/ANY	NONE
36260	/lol/ev-manual-meta	GET/ANY	NONE
36301	/lol/ev-manual-teams	GET/ANY	NONE
36382	/sync-pro-stats	GET/ANY	GLOBAL_GATE_ANY
36389	/sync-golgg-role-impact	GET/ANY	GLOBAL_GATE_ANY
36402	/lol/ev-manual	GET/ANY	NONE
36605	/lol/ev-manual-365	POST	ADMIN_HEADER_ONLY
36715	/team-form	GET/ANY	NONE
36715	/form	GET/ANY	NONE
36754	/h2h	GET/ANY	NONE
36789	/odds-movement	GET/ANY	NONE
36801	/grid-enrich	GET/ANY	NONE
36827	/db-status	GET/ANY	NONE
36836	/ml-weights	GET/ANY	NONE
36845	/ml-dashboard	GET/ANY	NONE
36969	/lol-role-impact	GET/ANY	NONE
36980	/claude	POST	GLOBAL_GATE_POST
37152	/update-clv	POST	GLOBAL_GATE_POST
37184	/update-open-tip	POST	GLOBAL_GATE_POST
37218	/admin/sofa-tennis-probe	GET/ANY	REQUIRE_ADMIN
37325	/admin/mma-sofa-probe	GET/ANY	REQUIRE_ADMIN
37407	/mma-matches	GET/ANY	NONE
37528	/tennis-matches	GET/ANY	NONE
37571	/sync-tennis-espn-results	GET/ANY	NONE
37587	/sync-tennis-espn-range	GET/ANY	ADMIN_HEADER_OR_QUERY
37607	/sync-tennis-sofascore	GET/ANY	ADMIN_HEADER_OR_QUERY
37646	/tennis-db-result	GET/ANY	NONE
37712	/tennis-scores	GET/ANY	NONE
37760	/darts-matches	GET/ANY	NONE
37838	/debug-ttennis-sources	GET/ANY	NONE
37860	/debug-cs-elo	GET/ANY	NONE
37892	/debug-cs-hltv	GET/ANY	NONE
37925	/debug-tt-theodds	GET/ANY	NONE
37946	/tabletennis-matches	GET/ANY	NONE
38111	/snooker-matches	GET/ANY	NONE
38184	/football-matches	GET/ANY	NONE
38420	/roi-by-market	GET/ANY	NONE
38460	/radar	GET/ANY	NONE
