[opendota] match_results.dota2 ANTES: 12450
  page: 100 fetched, +0 inserted | total=0/11100 | lastId=8580196250
  rate limited (429), backoff 30s...
  page: 100 fetched, +0 inserted | total=0/11200 | lastId=8578517603
  page: 100 fetched, +0 inserted | total=0/11300 | lastId=8576756723
  page: 100 fetched, +0 inserted | total=0/11400 | lastId=8575002578
  page: 100 fetched, +0 inserted | total=0/11500 | lastId=8572828686
  page: 100 fetched, +0 inserted | total=0/11600 | lastId=8570158453
  page: 100 fetched, +0 inserted | total=0/11700 | lastId=8568303928
  page: 100 fetched, +0 inserted | total=0/11800 | lastId=8566218427
  page: 100 fetched, +0 inserted | total=0/11900 | lastId=8564379308
  page: 100 fetched, +0 inserted | total=0/12000 | lastId=8562495287
  page: 100 fetched, +0 inserted | total=0/12100 | lastId=8560580129
  page: 100 fetched, +0 inserted | total=0/12200 | lastId=8558192840
  page: 100 fetched, +0 inserted | total=0/12300 | lastId=8556286462
  page: 100 fetched, +0 inserted | total=0/12400 | lastId=8554619883
  page: 100 fetched, +0 inserted | total=0/12500 | lastId=8552962432
  page: 100 fetched, +0 inserted | total=0/12600 | lastId=8551475577
  page: 100 fetched, +0 inserted | total=0/12700 | lastId=8549811092
  page: 100 fetched, +0 inserted | total=0/12800 | lastId=8547587159
  page: 100 fetched, +0 inserted | total=0/12900 | lastId=8546207296
  page: 100 fetched, +0 inserted | total=0/13000 | lastId=8544808877
  page: 100 fetched, +0 inserted | total=0/13100 | lastId=8543443161
  page: 100 fetched, +0 inserted | total=0/13200 | lastId=8541729410
  page: 100 fetched, +0 inserted | total=0/13300 | lastId=8538454488
  page: 100 fetched, +0 inserted | total=0/13400 | lastId=8536583425
  page: 100 fetched, +0 inserted | total=0/13500 | lastId=8534904325
  page: 100 fetched, +0 inserted | total=0/13600 | lastId=8533191130
  page: 100 fetched, +0 inserted | total=0/13700 | lastId=8531620041
  page: 100 fetched, +0 inserted | total=0/13800 | lastId=8529703467
  page: 100 fetched, +0 inserted | total=0/13900 | lastId=8527912943
  page: 100 fetched, +0 inserted | total=0/14000 | lastId=8526077489
  page: 100 fetched, +0 inserted | total=0/14100 | lastId=8524995418
  page: 100 fetched, +0 inserted | total=0/14200 | lastId=8523784828
  rate limited (429), backoff 30s...
  page: 100 fetched, +0 inserted | total=0/14300 | lastId=8521981143
  page: 100 fetched, +0 inserted | total=0/14400 | lastId=8520594441
  page: 100 fetched, +0 inserted | total=0/14500 | lastId=8519362546
  page: 100 fetched, +0 inserted | total=0/14600 | lastId=8517531441
  page: 100 fetched, +0 inserted | total=0/14700 | lastId=8515420786
  page: 100 fetched, +0 inserted | total=0/14800 | lastId=8514139201
  page: 100 fetched, +0 inserted | total=0/14900 | lastId=8512976278
  page: 100 fetched, +0 inserted | total=0/15000 | lastId=8511794560
  page: 100 fetched, +0 inserted | total=0/15100 | lastId=8510456085
  page: 100 fetched, +0 inserted | total=0/15200 | lastId=8508680419
  page: 100 fetched, +0 inserted | total=0/15300 | lastId=8506833706
  page: 100 fetched, +0 inserted | total=0/15400 | lastId=8504878677
  page: 100 fetched, +0 inserted | total=0/15500 | lastId=8503636121
  page: 100 fetched, +0 inserted | total=0/15600 | lastId=8501319377
  page: 100 fetched, +0 inserted | total=0/15700 | lastId=8499304950
  page: 100 fetched, +0 inserted | total=0/15800 | lastId=8497236556
  page: 100 fetched, +0 inserted | total=0/15900 | lastId=8495896876
  page: 100 fetched, +0 inserted | total=0/16000 | lastId=8493925361
  page: 100 fetched, +0 inserted | total=0/16100 | lastId=8492552090
  page: 100 fetched, +0 inserted | total=0/16200 | lastId=8491136826
  page: 100 fetched, +0 inserted | total=0/16300 | lastId=8489649971
  page: 100 fetched, +0 inserted | total=0/16400 | lastId=8487874578
  page: 100 fetched, +0 inserted | total=0/16500 | lastId=8486257001
  page: 100 fetched, +0 inserted | total=0/16600 | lastId=8484475847
  page: 100 fetched, +0 inserted | total=0/16700 | lastId=8482517596
  page: 100 fetched, +0 inserted | total=0/16800 | lastId=8481183703
  page: 100 fetched, +0 inserted | total=0/16900 | lastId=8480431374
  page: 100 fetched, +0 inserted | total=0/17000 | lastId=8479317910
  page: 100 fetched, +0 inserted | total=0/17100 | lastId=8478478202
  page: 100 fetched, +0 inserted | total=0/17200 | lastId=8477561897
  page: 100 fetched, +0 inserted | total=0/17300 | lastId=8476188724
  page: 100 fetched, +0 inserted | total=0/17400 | lastId=8475064187
  page: 100 fetched, +0 inserted | total=0/17500 | lastId=8474439544
  page: 100 fetched, +0 inserted | total=0/17600 | lastId=8472699294
  page: 100 fetched, +0 inserted | total=0/17700 | lastId=8471252784
  page: 100 fetched, +0 inserted | total=0/17800 | lastId=8469760151
  page: 100 fetched, +0 inserted | total=0/17900 | lastId=8467335109
  page: 100 fetched, +0 inserted | total=0/18000 | lastId=8465338011
  page: 100 fetched, +0 inserted | total=0/18100 | lastId=8463198095
  page: 100 fetched, +0 inserted | total=0/18200 | lastId=8461029953
  page: 100 fetched, +0 inserted | total=0/18300 | lastId=8457620590
  page: 100 fetched, +0 inserted | total=0/18400 | lastId=8456100547
  page: 100 fetched, +0 inserted | total=0/18500 | lastId=8454404879
  page: 100 fetched, +0 inserted | total=0/18600 | lastId=8452899872
  page: 100 fetched, +0 inserted | total=0/18700 | lastId=8451298176
  page: 100 fetched, +0 inserted | total=0/18800 | lastId=8449042316
  page: 100 fetched, +0 inserted | total=0/18900 | lastId=8447561320
  page: 100 fetched, +0 inserted | total=0/19000 | lastId=8446490976
  page: 100 fetched, +0 inserted | total=0/19100 | lastId=8445457895
  page: 100 fetched, +0 inserted | total=0/19200 | lastId=8444293715
  page: 100 fetched, +0 inserted | total=0/19300 | lastId=8442765529
  page: 100 fetched, +0 inserted | total=0/19400 | lastId=8441096680
  page: 100 fetched, +0 inserted | total=0/19500 | lastId=8438598405
  page: 100 fetched, +0 inserted | total=0/19600 | lastId=8436989239
  page: 100 fetched, +0 inserted | total=0/19700 | lastId=8435450544
  page: 100 fetched, +0 inserted | total=0/19800 | lastId=8433870179
  page: 100 fetched, +0 inserted | total=0/19900 | lastId=8432300336
  page: 100 fetched, +0 inserted | total=0/20000 | lastId=8430530004
  page: 100 fetched, +95 inserted | total=95/20100 | lastId=8428021214
  page: 100 fetched, +96 inserted | total=191/20200 | lastId=8426462055
  page: 100 fetched, +100 inserted | total=291/20300 | lastId=8425186438
  page: 100 fetched, +97 inserted | total=388/20400 | lastId=8423999124
  page: 100 fetched, +100 inserted | total=488/20500 | lastId=8422410924
  page: 100 fetched, +97 inserted | total=585/20600 | lastId=8420843532
  page: 100 fetched, +97 inserted | total=682/20700 | lastId=8417913394
  page: 100 fetched, +96 inserted | total=778/20800 | lastId=8416327208
  page: 100 fetched, +98 inserted | total=876/20900 | lastId=8414921220
  page: 100 fetched, +94 inserted | total=970/21000 | lastId=8413502931
  page: 100 fetched, +95 inserted | total=1065/21100 | lastId=8412165234
  page: 100 fetched, +98 inserted | total=1163/21200 | lastId=8410117077
  page: 100 fetched, +96 inserted | total=1259/21300 | lastId=8408287079
  page: 100 fetched, +99 inserted | total=1358/21400 | lastId=8406788734
  page: 100 fetched, +98 inserted | total=1456/21500 | lastId=8405402745
  page: 100 fetched, +95 inserted | total=1551/21600 | lastId=8404001955
  page: 100 fetched, +100 inserted | total=1651/21700 | lastId=8402497987
  page: 100 fetched, +98 inserted | total=1749/21800 | lastId=8401081219
  page: 100 fetched, +94 inserted | total=1843/21900 | lastId=8398937779
  page: 100 fetched, +100 inserted | total=1943/22000 | lastId=8397533340
  page: 100 fetched, +98 inserted | total=2041/22100 | lastId=8396105378
  page: 100 fetched, +94 inserted | total=2135/22200 | lastId=8394899358
  page: 100 fetched, +72 inserted | total=2207/22300 | lastId=8393896536
  page: 100 fetched, +80 inserted | total=2287/22400 | lastId=8393119738
  page: 100 fetched, +96 inserted | total=2383/22500 | lastId=8392109395
  page: 100 fetched, +78 inserted | total=2461/22600 | lastId=8390871685
  page: 100 fetched, +81 inserted | total=2542/22700 | lastId=8389542462
  page: 100 fetched, +100 inserted | total=2642/22800 | lastId=8388110325
  page: 100 fetched, +99 inserted | total=2741/22900 | lastId=8386802609
  page: 100 fetched, +98 inserted | total=2839/23000 | lastId=8385362141
  page: 100 fetched, +100 inserted | total=2939/23100 | lastId=8383543364
  page: 100 fetched, +96 inserted | total=3035/23200 | lastId=8381959708
  page: 100 fetched, +99 inserted | total=3134/23300 | lastId=8379327691
  page: 100 fetched, +100 inserted | total=3234/23400 | lastId=8377627947
  page: 100 fetched, +90 inserted | total=3324/23500 | lastId=8376310589
  page: 100 fetched, +91 inserted | total=3415/23600 | lastId=8374776452
  page: 100 fetched, +96 inserted | total=3511/23700 | lastId=8372848568
  page: 100 fetched, +98 inserted | total=3609/23800 | lastId=8370156593
  page: 100 fetched, +98 inserted | total=3707/23900 | lastId=8368779230
  page: 100 fetched, +99 inserted | total=3806/24000 | lastId=8367409541
  page: 100 fetched, +99 inserted | total=3905/24100 | lastId=8366056149
  page: 100 fetched, +99 inserted | total=4004/24200 | lastId=8364241635
  page: 100 fetched, +89 inserted | total=4093/24300 | lastId=8361908961
  page: 100 fetched, +100 inserted | total=4193/24400 | lastId=8360199376
  page: 100 fetched, +99 inserted | total=4292/24500 | lastId=8358376187
  page: 100 fetched, +100 inserted | total=4392/24600 | lastId=8356950069
  page: 100 fetched, +100 inserted | total=4492/24700 | lastId=8355484001
  page: 100 fetched, +94 inserted | total=4586/24800 | lastId=8352714348
  page: 100 fetched, +100 inserted | total=4686/24900 | lastId=8350786812
  page: 100 fetched, +98 inserted | total=4784/25000 | lastId=8348877618
  page: 100 fetched, +100 inserted | total=4884/25100 | lastId=8347337403
  page: 100 fetched, +99 inserted | total=4983/25200 | lastId=8345496865
  page: 100 fetched, +93 inserted | total=5076/25300 | lastId=8343102373
  page: 100 fetched, +100 inserted | total=5176/25400 | lastId=8340885968
  page: 100 fetched, +100 inserted | total=5276/25500 | lastId=8339249642
  page: 100 fetched, +100 inserted | total=5376/25600 | lastId=8337115100
  page: 100 fetched, +97 inserted | total=5473/25700 | lastId=8335368999
  page: 100 fetched, +100 inserted | total=5573/25800 | lastId=8332913042
  page: 100 fetched, +100 inserted | total=5673/25900 | lastId=8331636152
  page: 100 fetched, +100 inserted | total=5773/26000 | lastId=8330396326
  page: 100 fetched, +99 inserted | total=5872/26100 | lastId=8329029178
  page: 100 fetched, +99 inserted | total=5971/26200 | lastId=8327610629
  page: 100 fetched, +96 inserted | total=6067/26300 | lastId=8326343287
  page: 100 fetched, +100 inserted | total=6167/26400 | lastId=8324589567
  page: 100 fetched, +100 inserted | total=6267/26500 | lastId=8323120010
  page: 100 fetched, +98 inserted | total=6365/26600 | lastId=8321815336
  page: 100 fetched, +87 inserted | total=6452/26700 | lastId=8320736108
  page: 100 fetched, +59 inserted | total=6511/26800 | lastId=8319795267
  page: 100 fetched, +77 inserted | total=6588/26900 | lastId=8318671242
  page: 100 fetched, +95 inserted | total=6683/27000 | lastId=8316716540
  page: 100 fetched, +97 inserted | total=6780/27100 | lastId=8314111192
  page: 100 fetched, +100 inserted | total=6880/27200 | lastId=8312581240
  page: 100 fetched, +97 inserted | total=6977/27300 | lastId=8311043865
  page: 100 fetched, +100 inserted | total=7077/27400 | lastId=8308860629
  page: 100 fetched, +94 inserted | total=7171/27500 | lastId=8306932201
  page: 100 fetched, +98 inserted | total=7269/27600 | lastId=8304161528
  page: 100 fetched, +99 inserted | total=7368/27700 | lastId=8302704750
  page: 100 fetched, +96 inserted | total=7464/27800 | lastId=8301546126
  page: 100 fetched, +100 inserted | total=7564/27900 | lastId=8300275959
  page: 100 fetched, +99 inserted | total=7663/28000 | lastId=8299113866
  page: 100 fetched, +94 inserted | total=7757/28100 | lastId=8296538811
  page: 100 fetched, +97 inserted | total=7854/28200 | lastId=8294926902
  page: 100 fetched, +98 inserted | total=7952/28300 | lastId=8293703773
  page: 100 fetched, +97 inserted | total=8049/28400 | lastId=8292139536
  page: 100 fetched, +100 inserted | total=8149/28500 | lastId=8290643976
  page: 100 fetched, +96 inserted | total=8245/28600 | lastId=8288815871
  page: 100 fetched, +100 inserted | total=8345/28700 | lastId=8285980705
  page: 100 fetched, +100 inserted | total=8445/28800 | lastId=8284153462
  page: 100 fetched, +100 inserted | total=8545/28900 | lastId=8282487650
  page: 100 fetched, +100 inserted | total=8645/29000 | lastId=8280966587
  page: 100 fetched, +95 inserted | total=8740/29100 | lastId=8278648722
  page: 100 fetched, +100 inserted | total=8840/29200 | lastId=8276931128
  page: 100 fetched, +100 inserted | total=8940/29300 | lastId=8275276561
  page: 100 fetched, +99 inserted | total=9039/29400 | lastId=8273491518
  page: 100 fetched, +100 inserted | total=9139/29500 | lastId=8271925445
  page: 100 fetched, +100 inserted | total=9239/29600 | lastId=8269406691
  page: 100 fetched, +100 inserted | total=9339/29700 | lastId=8267790896
  page: 100 fetched, +99 inserted | total=9438/29800 | lastId=8265962986
  page: 100 fetched, +98 inserted | total=9536/29900 | lastId=8264476304
  page: 100 fetched, +100 inserted | total=9636/30000 | lastId=8263023148

[opendota] DEPOIS: 41061 (delta +25568)
[opendota] fetched=30000 inserted=9636 skipped=1389 (429 hits=4)
